Day Book — Saraswati Automobiles Pvt Ltd · the whole company · 01/04/2026 to 31/03/2027

Date,Voucher,No,Branch,Account,Narration,Party,Debit,Credit,Status
21/11/2026,SALES,101,DEL-SAR-JANAK,1100 Sundry Debtors,Sale SC-2627-00011,Ravinder Chadha,"₹ 79,430.00",,POSTED
21/11/2026,SALES,101,DEL-SAR-JANAK,4100 Vehicle Sales,HF Deluxe,,,"₹ 54,906.78",POSTED
21/11/2026,SALES,101,DEL-SAR-JANAK,2200 Output CGST,,,,"₹ 4,941.61",POSTED
21/11/2026,SALES,101,DEL-SAR-JANAK,2210 Output SGST,,,,"₹ 4,941.61",POSTED
21/11/2026,SALES,101,DEL-SAR-JANAK,2300 Road Tax Payable,Registration and road tax,Ravinder Chadha,,"₹ 8,400.00",POSTED
21/11/2026,SALES,101,DEL-SAR-JANAK,2320 Insurance Premium Payable,Insurance (1+5),Ravinder Chadha,,"₹ 6,240.00",POSTED
21/11/2026,SALES,101,DEL-SAR-JANAK,5100 Cost of Goods Sold — Vehicles,Cost of HF Deluxe NET-CH-0010,,"₹ 49,200.00",,POSTED
21/11/2026,SALES,101,DEL-SAR-JANAK,1200 Vehicle Stock,NET-CH-0010,,,"₹ 49,200.00",POSTED
24/11/2026,SALES,31,DEL-SAR-OKHLA,5110 Cost of Goods Sold — Spare Parts,Cost of parts issued,,"₹ 1,180.00",,POSTED
24/11/2026,SALES,31,DEL-SAR-OKHLA,1210 Spare Parts Stock,Parts issued,,,"₹ 1,180.00",POSTED
24/11/2026,SALES,62,DEL-SAR-OKHLA,5110 Cost of Goods Sold — Spare Parts,Cost of parts issued,,"₹ 1,180.00",,POSTED
24/11/2026,SALES,62,DEL-SAR-OKHLA,1210 Spare Parts Stock,Parts issued,,,"₹ 1,180.00",POSTED
24/11/2026,SALES,93,DEL-SAR-OKHLA,5110 Cost of Goods Sold — Spare Parts,Cost of parts issued,,"₹ 1,180.00",,POSTED
24/11/2026,SALES,93,DEL-SAR-OKHLA,1210 Spare Parts Stock,Parts issued,,,"₹ 1,180.00",POSTED
24/11/2026,SALES,124,DEL-SAR-OKHLA,5110 Cost of Goods Sold — Spare Parts,Cost of parts issued,,"₹ 1,180.00",,POSTED
24/11/2026,SALES,124,DEL-SAR-OKHLA,1210 Spare Parts Stock,Parts issued,,,"₹ 1,180.00",POSTED
26/11/2026,SALES,107,DEL-SAR-DWK,1100 Sundry Debtors,Sale SC-2627-00017,Kritika Malhotra,"₹ 1,52,440.00",,POSTED
26/11/2026,SALES,107,DEL-SAR-DWK,4100 Vehicle Sales,Vida V2 Plus,,,"₹ 1,31,238.10",POSTED
26/11/2026,SALES,107,DEL-SAR-DWK,2200 Output CGST,,,,"₹ 3,280.95",POSTED
26/11/2026,SALES,107,DEL-SAR-DWK,2210 Output SGST,,,,"₹ 3,280.95",POSTED
26/11/2026,SALES,107,DEL-SAR-DWK,2300 Road Tax Payable,Registration and road tax,Kritika Malhotra,,"₹ 8,400.00",POSTED
26/11/2026,SALES,107,DEL-SAR-DWK,2320 Insurance Premium Payable,Insurance (1+5),Kritika Malhotra,,"₹ 6,240.00",POSTED
26/11/2026,SALES,107,DEL-SAR-DWK,5100 Cost of Goods Sold — Vehicles,Cost of Vida V2 Plus NET-CH-0030,,"₹ 1,08,900.00",,POSTED
26/11/2026,SALES,107,DEL-SAR-DWK,1200 Vehicle Stock,NET-CH-0030,,,"₹ 1,08,900.00",POSTED
28/11/2026,SALES,111,DEL-SAR-BW,1100 Sundry Debtors,Sale SC-2627-00021,Imran Beg,"₹ 1,75,630.00",,POSTED
28/11/2026,SALES,111,DEL-SAR-BW,4100 Vehicle Sales,Xpulse 200 4V,,,"₹ 1,36,432.20",POSTED
28/11/2026,SALES,111,DEL-SAR-BW,2200 Output CGST,,,,"₹ 12,278.90",POSTED
28/11/2026,SALES,111,DEL-SAR-BW,2210 Output SGST,,,,"₹ 12,278.90",POSTED
28/11/2026,SALES,111,DEL-SAR-BW,2300 Road Tax Payable,Registration and road tax,Imran Beg,,"₹ 8,400.00",POSTED
28/11/2026,SALES,111,DEL-SAR-BW,2320 Insurance Premium Payable,Insurance (1+5),Imran Beg,,"₹ 6,240.00",POSTED
28/11/2026,SALES,111,DEL-SAR-BW,5100 Cost of Goods Sold — Vehicles,Cost of Xpulse 200 4V NET-CH-0040,,"₹ 1,24,600.00",,POSTED
28/11/2026,SALES,111,DEL-SAR-BW,1200 Vehicle Stock,NET-CH-0040,,,"₹ 1,24,600.00",POSTED
28/11/2026,RECEIPT,42,DEL-SAR-BW,1400 Cash,CASH from Imran Beg,,"₹ 5,000.00",,POSTED
28/11/2026,RECEIPT,42,DEL-SAR-BW,1100 Sundry Debtors,Against bill(s),Imran Beg,,"₹ 5,000.00",POSTED
28/11/2026,RECEIPT,43,DEL-SAR-BW,1500 Bank Accounts,FINANCIER from Imran Beg,,"₹ 1,36,504.00",,POSTED
28/11/2026,RECEIPT,43,DEL-SAR-BW,1100 Sundry Debtors,Against bill(s),Imran Beg,,"₹ 1,36,504.00",POSTED
28/11/2026,RECEIPT,44,DEL-SAR-BW,1400 Cash,CASH from Imran Beg,,"₹ 34,126.00",,POSTED
28/11/2026,RECEIPT,44,DEL-SAR-BW,1100 Sundry Debtors,Against bill(s),Imran Beg,,"₹ 34,126.00",POSTED
